procedimento,2020,total,municipio_ibge,competencia,2022,2021
0604230052 QUETIAPINA 200 MG (POR COMPRIMIDO),15762.0,15762,130260,2020-03,,
0604230060 QUETIAPINA 300 MG (POR COMPRIMIDO),124.0,124,130260,2020-03,,
0604230079 CLOZAPINA 25 MG (POR COMPRIMIDO),60.0,60,130260,2020-03,,
0604230087 CLOZAPINA 100 MG (POR COMPRIMIDO),14634.0,14634,130260,2020-03,,
"0604240066 LARONIDASE 0,58 MG SOLUCAO INJETAVEL (FRASCO DE 5 ML)",98.0,98,130260,2020-03,,
0604250010 FILGRASTIM 300 MCG INJETAVEL (POR FRASCO AMPOLA OU SERINGA PREENCHIDA),8.0,8,130260,2020-03,,
0604260016 SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML),3457.0,3457,130260,2020-03,,
0604290020 OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA),18.0,18,130260,2020-03,,
0604300018 IMUNOGLOBULINA ANTI-HEPATITE B 100 UI INJETAVEL (POR FRASCO),10.0,10,130260,2020-03,,
0604300034 IMUNOGLOBULINA ANTI-HEPATITE B 600 UI INJETAVEL (POR FRASCO),6.0,6,130260,2020-03,,
"0604310056 IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)",330.0,330,130260,2020-03,,
"0604320019 EVEROLIMO 0,5 MG (POR COMPRIMIDO)¶ÿ",1506.0,1506,130260,2020-03,,
0604320035 EVEROLIMO 1 MG (POR COMPRIMIDO)¶ÿ,672.0,672,130260,2020-03,,
0604320043 LEFLUNOMIDA 20 MG (POR COMPRIMIDO),12338.0,12338,130260,2020-03,,
0604320051 MICOFENOLATO DE MOFETILA 500 MG (POR COMPRIMIDO),3105.0,3105,130260,2020-03,,
0604320060 MICOFENOLATO DE SODIO 180 MG (POR COMPRIMIDO),630.0,630,130260,2020-03,,
0604320078 MICOFENOLATO DE SODIO 360 MG (POR COMPRIMIDO),19537.0,19537,130260,2020-03,,
0604320086 SIROLIMO 1 MG (POR DRAGEA),2110.0,2110,130260,2020-03,,
0604320094 SIROLIMO 2 MG (POR DRAGEA),150.0,150,130260,2020-03,,
0604320116 NATALIZUMABE 300MG (POR FRASCO-AMPOLA),7.0,7,130260,2020-03,,
0604320124 ABATACEPTE 250 MG INJETAVEL (POR FRASCO AMPOLA),13.0,13,130260,2020-03,,
"0604320132 FINGOLIMODE 0,5 MG (POR CAPSULA)",817.0,817,130260,2020-03,,
0604320159 TOFACITINIBE 5 MG (POR COMPRIMIDO),1980.0,1980,130260,2020-03,,
0604330022 CLOPIDOGREL 75 MG (POR COMPRIMIDO),91.0,91,130260,2020-03,,
0604340028 CICLOSPORINA 25 MG (POR CAPSULA),570.0,570,130260,2020-03,,
0604340036 CICLOSPORINA 50 MG (POR CAPSULA),3061.0,3061,130260,2020-03,,
0604340044 CICLOSPORINA 100 MG (POR CAPSULA),2221.0,2221,130260,2020-03,,
0604340052 CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),3.0,3,130260,2020-03,,
0604340060 TACROLIMO 1 MG (POR CAPSULA),43190.0,43190,130260,2020-03,,
0604340079 TACROLIMO 5 MG (POR CAPSULA),1540.0,1540,130260,2020-03,,
0604350015 SILDENAFILA 20 MG (POR COMPRIMIDO),4092.0,4092,130260,2020-03,,
0604360010 ATORVASTATINA 10 MG (POR COMPRIMIDO),45.0,45,130260,2020-03,,
0604360029 ATORVASTATINA 20 MG (POR COMPRIMIDO),225.0,225,130260,2020-03,,
0604360126 PRAVASTATINA 40 MG (POR COMPRIMIDO),30.0,30,130260,2020-03,,
0604380011 ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),613.0,613,130260,2020-03,,
0604380020 ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),29.0,29,130260,2020-03,,
0604380038 ETANERCEPTE 50MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA)(ORIGINADOR),721.0,721,130260,2020-03,,
0604380046 INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),6.0,6,130260,2020-03,,
0604380054 INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),39.0,39,130260,2020-03,,
0604380062 ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),133.0,133,130260,2020-03,,
0604380070 CERTOLIZUMABE PEGOL 200 MG/ML INJETAVEL (POR SERINGA PREENCHIDA),141.0,141,130260,2020-03,,
0604380089 GOLIMUMABE 50 MG INJETAVEL (POR SERINGA PREENCHIDA,8.0,8,130260,2020-03,,
0604390041 ALFAPEGINTERFERONA 2A 180MCG (POR SERINGA PREENCHIDA),73.0,73,130260,2020-03,,
"0604390092 BETAINTERFERONA 1A 6000000 UI (30 MCG) INJETAVEL (POR FRASCO-AMPOLA, SERINGA PREENCHIDA OU CANETA",39.0,39,130260,2020-03,,
0604390106 BETAINTERFERONA 1A 12000000 UI (44 MCG) INJETAVEL (POR SERINGA PREENCHIDA),129.0,129,130260,2020-03,,
0604390114 BETAINTERFERONA 1B 9600000 UI (300MCG) INJETAVEL (POR FRASCO-AMPOLA),45.0,45,130260,2020-03,,
0604400012 SEVELAMER 800 MG (POR COMPRIMIDO),125700.0,125700,130260,2020-03,,
0604410018 METADONA 5 MG (POR COMPRIMIDO),60.0,60,130260,2020-03,,
0604430019 RALOXIFENO 60 MG (POR COMPRIMIDO),480.0,480,130260,2020-03,,
"0604440014 ALFADORNASE 2,5 MG (POR AMPOLA)",90.0,90,130260,2020-03,,
0604450010 RIBAVIRINA 250 MG (POR CAPSULA),866.0,866,130260,2020-03,,
"0604460023 ENTECAVIR 0,5 MG (POR COMPRIMIDO)",16490.0,16490,130260,2020-03,,
0604460040 LAMIVUDINA 150 MG (POR COMPRIMIDO),60.0,60,130260,2020-03,,
0604460058 TENOFOVIR 300 MG (POR COMPRIMIDO),6752.0,6752,130260,2020-03,,
0604470045 ALFAEPOETINA 4000 UI INJETAVEL (POR FRASCO-AMPOLA),14475.0,14475,130260,2020-03,,
0604480016 HIDROXIUREIA 500 MG (POR CAPSULA),1320.0,1320,130260,2020-03,,
0604490011 ENTACAPONA 200 MG (POR COMPRIMIDO),1020.0,1020,130260,2020-03,,
0604500017 GABAPENTINA 300 MG (POR CAPSULA),9862.0,9862,130260,2020-03,,
0604500025 GABAPENTINA 400 MG (POR CAPSULA),6589.0,6589,130260,2020-03,,
0604500050 LAMOTRIGINA 100 MG (POR COMPRIMIDO),6840.0,6840,130260,2020-03,,
0604500076 TOPIRAMATO 50 MG (POR COMPRIMIDO),10172.0,10172,130260,2020-03,,
0604500084 TOPIRAMATO 100 MG (POR COMPRIMIDO),356.0,356,130260,2020-03,,
0604510012 RISPERIDONA 1 MG (POR COMPRIMIDO),900.0,900,130260,2020-03,,
0604510020 RISPERIDONA 2 MG (POR COMPRIMIDO),720.0,720,130260,2020-03,,
0604530013 AZATIOPRINA 50 MG (POR COMPRIMIDO),34561.0,34561,130260,2020-03,,
"0604530021 METOTREXATO 2,5 MG (POR COMPRIMIDO)",9898.0,9898,130260,2020-03,,
0604540019 RILUZOL 50 MG (POR COMPRIMIDO),1320.0,1320,130260,2020-03,,
0604540027 FUMARATO DE DIMETILA 120 MG (POR CAPSULA),28.0,28,130260,2020-03,,
0604540035 FUMARATO DE DIMETILA 240 MG (POR CAPSULA),620.0,620,130260,2020-03,,
0604540043 TERIFLUNOMIDA 14 MG (POR COMPRIMIDO),210.0,210,130260,2020-03,,
0604550014 TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),49.0,49,130260,2020-03,,
0604550022 TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),69.0,69,130260,2020-03,,
0604580010 PANCREATINA 10000 UI (POR CAPSULA),280.0,280,130260,2020-03,,
0604580029 PANCREATINA 25000 UI (POR CAPSULA),900.0,900,130260,2020-03,,
0604590024 ISOTRETINOINA 20 MG (POR CAPSULA),5545.0,5545,130260,2020-03,,
0604600011 ACITRETINA 10 MG (POR CAPSULA),5482.0,5482,130260,2020-03,,
0604610025 SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA),2231.0,2231,130260,2020-03,,
"0604620039 CALCITRIOL 0,25 MCG (POR CAPSULA)",10533.0,10533,130260,2020-03,,
"0604650019 BIMATOPROSTA 0,3 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 3 ML)",19.0,19,130260,2020-03,,
"0604650027 LATANOPROSTA 0,05 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5 ML)",5.0,5,130260,2020-03,,
"0604650035 TRAVOPROSTA 0,04 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5 ML)",31.0,31,130260,2020-03,,
0604660014 BRINZOLAMIDA 10 MG/ML SUSPENSAO OFTALMICA (POR FRASCO DE 5 ML),6.0,6,130260,2020-03,,
"0604670010 BRIMONIDINA 2,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)",21.0,21,130260,2020-03,,
0604680023 RITUXIMABE 500 MG INJETAVEL (POR FRASCO-AMPOLA DE 50 ML) (ORIGINADOR),20.0,20,130260,2020-03,,
0604690010 TOCILIZUMABE 20 MG/ML INJETAVEL (POR FRASCO-AMPOLA DE 4 ML),301.0,301,130260,2020-03,,
0604690029 SECUQUINUMABE 150 MG/ML SOLUCAO INJETAVEL (POR SERINGA PREENCHIDA),104.0,104,130260,2020-03,,
"0604710011 CLOBETASOL 0,5 MG/G CREME (POR BISNAGA DE 30 G)",1.0,1,130260,2020-03,,
"0604740018 TIMOLOL 5,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)",18.0,18,130260,2020-03,,
0604750021 AMBRISENTANA 10MG (POR COMPRIMIDO REVESTIDO),31.0,31,130260,2020-03,,
"0604750030 BOSENTANA 62,5MG (POR COMPRIMIDO REVESTIDO)",120.0,120,130260,2020-03,,
0604750048 BOSENTANA 125MG (POR COMRIMIDO REVESTIDO),422.0,422,130260,2020-03,,
0604760019 SOFOSBUVIR 400 MG (POR COMPRIMIDO REVESTIDO),84.0,84,130260,2020-03,,
0604760027 DACLATASVIR 60 MG (POR COMPRIMIDO REVESTIDO),56.0,56,130260,2020-03,,
0604760051 LEDIPASVIR 90 MG / SOFOSBUVIR 400 MG (POR COMPRIMIDO),28.0,28,130260,2020-03,,
0604770014 CINACALCETE 30 MG (POR COMPRIMIDO),120.0,120,130260,2020-03,,
0604780010 INSULINA ANALOGA DE ACAO RAPIDA 100 UI/ML (TUBETES DE 3ML),487.0,487,130260,2020-03,,
0701010029 CADEIRA DE RODAS ADULTO / INFANTIL (TIPO PADRAO),1.0,1,130260,2020-03,,
0701010037 CADEIRA DE RODAS PARA BANHO COM ASSENTO SANITARIO,1.0,1,130260,2020-03,,
0701010053 CALCADOS ANATOMICOS COM PALMILHAS PARA PES NEUROPATICOS (PAR),3.0,3,130260,2020-03,,
0701010134 MULETA AXILAR TUBULAR EM ALUMINIO REGULAVEL NA ALTURA (PAR),5.0,5,130260,2020-03,,
0701010142 PALMILHAS CONFECCIONADAS SOB MEDIDA (PAR),1.0,1,130260,2020-03,,
0701010150 PALMILHAS PARA PES NEUROPATICOS CONFECCIONADAS SOB MEDIDA PARA ADULTOS OU CRIANCAS (PAR),12.0,12,130260,2020-03,,
0701010169 PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES ATE O NUMERO 33 (PAR),1.0,1,130260,2020-03,,
0701020067 ORTESE CRUROMALEOLAR INFANTIL EM POLIPROPILENO PARA IMOBILIZACAO DE JOELHO EM EXTENSAO ARTICULADA,1.0,1,130260,2020-03,,
0701020113 ORTESE ESTATICA IMOBILIZADORA AXILO-PALMAR TIPO AEROPLANO,3.0,3,130260,2020-03,,
0701020164 ORTESE METALICA SUROPODALICA (INFANTIL),3.0,3,130260,2020-03,,
0701020237 ORTESE SUROPODALICA SEM ARTICULACAO EM POLIPROPILENO (INFANTIL),2.0,2,130260,2020-03,,
0701030127 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO A,18.0,18,130260,2020-03,,
0701030135 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO B,38.0,38,130260,2020-03,,
0701030143 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO C,139.0,139,130260,2020-03,,
0701030151 MOLDE AURICULAR (REPOSICAO),58.0,58,130260,2020-03,,
0701030275 REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO A,4.0,4,130260,2020-03,,
0701030283 REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO B,5.0,5,130260,2020-03,,
0701030291 REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO C,20.0,20,130260,2020-03,,
0701050020 BOLSA DE COLOSTOMIA COM ADESIVO MICROPORO DRENAVEL,37.0,37,130260,2020-03,,
0701060026 BOLSA COLETORA P/ UROSTOMIZADOS,4.0,4,130260,2020-03,,
0701070021 APARELHO ORTOPEDICO E ORTODONTICO REMOVIVEL,11.0,11,130260,2020-03,,
0701070056 COROA PROVISORIA,5.0,5,130260,2020-03,,
0701070064 MANTENEDOR DE ESPACO,2.0,2,130260,2020-03,,
0701070099 PROTESE PARCIAL MANDIBULAR REMOVIVEL,137.0,137,130260,2020-03,,
0701070102 PROTESE PARCIAL MAXILAR REMOVIVEL,178.0,178,130260,2020-03,,
0701070129 PROTESE TOTAL MANDIBULAR,83.0,83,130260,2020-03,,
0701070137 PROTESE TOTAL MAXILAR,169.0,169,130260,2020-03,,
0701070145 PROTESES CORONARIAS / INTRA-RADICULARES FIXAS / ADESIVAS (POR ELEMENTO),15.0,15,130260,2020-03,,
0701070161 APARELHO ORTOPEDICO FIXO,1.0,1,130260,2020-03,,
0701080078 PROTESE NASAL,1.0,1,130260,2020-03,,
0702100013 CATETER DE LONGA PERMANENCIA P/ HEMODIALISE,5.0,5,130260,2020-03,,
0702100021 CATETER P/ SUBCLAVIA DUPLO LUMEN P/ HEMODIALISE,119.0,119,130260,2020-03,,
0702100030 CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANENCIA P/ DPI/DPAC/DPA,1.0,1,130260,2020-03,,
0702100048 CONJTROCA P/DPA (PACIENTE-MES C/ INSTALACAO DOMICILIAR E MANUTENCAO DA MAQUINA CICLADORA),17.0,17,130260,2020-03,,
0702100064 CONJUNTO DE TROCA PARA PACIENTE SUBMETIDO A DPAC (PACIENTE-MES) CORRESPONDENTE A 120 UNIDADES,21.0,21,130260,2020-03,,
0702100099 DILATADOR P/ IMPLANTE DE CATETER DUPLO LUMEN,119.0,119,130260,2020-03,,
0702100102 GUIA METALICO P/ INTRODUCAO DE CATETER DUPLO LUMEN,119.0,119,130260,2020-03,,
0803010010 AJUDA DE CUSTO P/ ALIMENTACAO/PERNOITE DE PACIENTE,5577.0,5577,130260,2020-03,,
0803010036 AJUDA DE CUSTO PARA ALIMENTACAO PERNOITE DE PACIENTE - (PARA TRATAMENTO CNRAC),76.0,76,130260,2020-03,,
0803010044 AJUDA DE CUSTO PARA ALIMENTACAO/PERNOITE DE ACOMPANHANTE,5097.0,5097,130260,2020-03,,
0803010060 AJUDA DE CUSTO P / ALIMENTACAO/PERNOITE DE ACOMPANHANTE - (P/TRATAMENTO CNRAC),41.0,41,130260,2020-03,,
0803010079 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE AEREO (CADA 200 MILHAS),4149.0,4149,130260,2020-03,,
0803010087 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRANSPORTE AEREO (CADA 200 MILHAS),4353.0,4353,130260,2020-03,,
0803010095 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE FLUVIAL (CADA 27 MILHAS NA,2958.0,2958,130260,2020-03,,
0803010109 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE TERRESTRE (CADA 50 KM DE DI,23.0,23,130260,2020-03,,
0803010117 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRANSPORTE FLUVIAL (CADA 27 MILHAS NAUTIC,4138.0,4138,130260,2020-03,,
0803010125 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRANSPORTE TERRESTRE (CADA 50 KM ),7.0,7,130260,2020-03,,
0803010133 UNIDADE DE REMUNERACAO P/DESLOCAMENTO INTERESTADUAL DE ACOMPANHANTE POR TRANSPORTE AEREO (CADA 200,76.0,76,130260,2020-03,,
0803010141 UNIDADE DE REMUNERACAO P/DESLOCAMENTO INTERESTADUAL DE PACIENTE POR TRANSPORTE AEREO (CADA 200 MIL,41.0,41,130260,2020-03,,
0101020066 APLICACAO DE SELANTE (POR DENTE),3.0,3,130260,2020-02,,
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),35.0,35,130260,2020-02,,
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,31.0,31,130260,2020-02,,
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,76.0,76,130260,2020-02,,
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,25.0,25,130260,2020-02,,
0101040024 AVALIACAO ANTROPOMETRICA,1.0,1,130260,2020-02,,
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,31.0,31,130260,2020-02,,
0201010046 BIOPSIA DE ANUS E CANAL ANAL,5.0,5,130260,2020-02,,
0201010232 BIOPSIA DE GLANDULA SALIVAR,1.0,1,130260,2020-02,,
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),12.0,12,130260,2020-02,,
0201010275 BIOPSIA DE MEDULA OSSEA,19.0,19,130260,2020-02,,
0201010372 BIOPSIA DE PELE E PARTES MOLES,69.0,69,130260,2020-02,,
0201010380 BIOPSIA DE PENIS,1.0,1,130260,2020-02,,
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,28.0,28,130260,2020-02,,
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,45.0,45,130260,2020-02,,
0201010518 BIOPSIA/PUNCAO DE VULVA,1.0,1,130260,2020-02,,
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,8.0,8,130260,2020-02,,
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,6.0,6,130260,2020-02,,
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,5.0,5,130260,2020-02,,
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,1.0,1,130260,2020-02,,
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,12.0,12,130260,2020-02,,
0201010666 BIOPSIA DO COLO UTERINO,113.0,113,130260,2020-02,,
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,2.0,2,130260,2020-02,,
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,1015.0,1015,130260,2020-02,,
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,2074.0,2074,130260,2020-02,,
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,183.0,183,130260,2020-02,,
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1.0,1,130260,2020-02,,
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),210.0,210,130260,2020-02,,
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1.0,1,130260,2020-02,,
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1.0,1,130260,2020-02,,
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),30.0,30,130260,2020-02,,
0202010082 DETERMINACAO DE OSMOLARIDADE,1.0,1,130260,2020-02,,
0202010112 DOSAGEM DE ACIDO ASCORBICO,44.0,44,130260,2020-02,,
0202010120 DOSAGEM DE ACIDO URICO,3109.0,3109,130260,2020-02,,
0202010139 DOSAGEM DE ACIDO VANILMANDELICO,1.0,1,130260,2020-02,,
0202010147 DOSAGEM DE ALDOLASE,35.0,35,130260,2020-02,,
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,9.0,9,130260,2020-02,,
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,6.0,6,130260,2020-02,,
0202010180 DOSAGEM DE AMILASE,849.0,849,130260,2020-02,,
0202010198 DOSAGEM DE AMONIA,1.0,1,130260,2020-02,,
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,2632.0,2632,130260,2020-02,,
0202010210 DOSAGEM DE CALCIO,2607.0,2607,130260,2020-02,,
0202010228 DOSAGEM DE CALCIO IONIZAVEL,390.0,390,130260,2020-02,,
0202010252 DOSAGEM DE CERULOPLASMINA,8.0,8,130260,2020-02,,
0202010260 DOSAGEM DE CLORETO,594.0,594,130260,2020-02,,
0202010279 DOSAGEM DE COLESTEROL HDL,8540.0,8540,130260,2020-02,,
0202010287 DOSAGEM DE COLESTEROL LDL,8590.0,8590,130260,2020-02,,
0202010295 DOSAGEM DE COLESTEROL TOTAL,10036.0,10036,130260,2020-02,,
0202010309 DOSAGEM DE COLINESTERASE,6.0,6,130260,2020-02,,
0202010317 DOSAGEM DE CREATININA,11523.0,11523,130260,2020-02,,
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),744.0,744,130260,2020-02,,
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,568.0,568,130260,2020-02,,
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,2.0,2,130260,2020-02,,
0202010368 DOSAGEM DE DESIDROGENASE LATICA,395.0,395,130260,2020-02,,
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),5.0,5,130260,2020-02,,
0202010384 DOSAGEM DE FERRITINA,2092.0,2092,130260,2020-02,,
0202010392 DOSAGEM DE FERRO SERICO,1140.0,1140,130260,2020-02,,
0202010406 DOSAGEM DE FOLATO,253.0,253,130260,2020-02,,
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,5.0,5,130260,2020-02,,
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2916.0,2916,130260,2020-02,,
0202010430 DOSAGEM DE FOSFORO,2115.0,2115,130260,2020-02,,
0202010449 DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,2.0,2,130260,2020-02,,
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2999.0,2999,130260,2020-02,,
0202010473 DOSAGEM DE GLICOSE,13678.0,13678,130260,2020-02,,
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,11.0,11,130260,2020-02,,
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,3578.0,3578,130260,2020-02,,
0202010538 DOSAGEM DE LACTATO,171.0,171,130260,2020-02,,
0202010554 DOSAGEM DE LIPASE,472.0,472,130260,2020-02,,
0202010562 DOSAGEM DE MAGNESIO,1580.0,1580,130260,2020-02,,
0202010570 DOSAGEM DE MUCO-PROTEINAS,50.0,50,130260,2020-02,,
0202010589 DOSAGEM DE PIRUVATO,3.0,3,130260,2020-02,,
0202010600 DOSAGEM DE POTASSIO,5301.0,5301,130260,2020-02,,
0202010619 DOSAGEM DE PROTEINAS TOTAIS,444.0,444,130260,2020-02,,
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,805.0,805,130260,2020-02,,
0202010635 DOSAGEM DE SODIO,4501.0,4501,130260,2020-02,,
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),8310.0,8310,130260,2020-02,,
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),9318.0,9318,130260,2020-02,,
0202010660 DOSAGEM DE TRANSFERRINA,497.0,497,130260,2020-02,,
0202010678 DOSAGEM DE TRIGLICERIDEOS,9497.0,9497,130260,2020-02,,
0202010694 DOSAGEM DE UREIA,12290.0,12290,130260,2020-02,,
0202010708 DOSAGEM DE VITAMINA B12,1120.0,1120,130260,2020-02,,
0202010724 ELETROFORESE DE PROTEINAS,36.0,36,130260,2020-02,,
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),172.0,172,130260,2020-02,,
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,40.0,40,130260,2020-02,,
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,3167.0,3167,130260,2020-02,,
0202020010 CITOQUIMICA HEMATOLOGICA,2.0,2,130260,2020-02,,
0202020029 CONTAGEM DE PLAQUETAS,446.0,446,130260,2020-02,,
0202020037 CONTAGEM DE RETICULOCITOS,162.0,162,130260,2020-02,,
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,1375.0,1375,130260,2020-02,,
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,1105.0,1105,130260,2020-02,,
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,217.0,217,130260,2020-02,,
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,25.0,25,130260,2020-02,,
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),520.0,520,130260,2020-02,,
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),2043.0,2043,130260,2020-02,,
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1364.0,1364,130260,2020-02,,
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,2.0,2,130260,2020-02,,
0202020177 DOSAGEM DE ANTITROMBINA III,1.0,1,130260,2020-02,,
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),1.0,1,130260,2020-02,,
0202020290 DOSAGEM DE FIBRINOGENIO,5.0,5,130260,2020-02,,
0202020304 DOSAGEM DE HEMOGLOBINA,14.0,14,130260,2020-02,,
0202020355 ELETROFORESE DE HEMOGLOBINA,44.0,44,130260,2020-02,,
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",567.0,567,130260,2020-02,,
0202020371 HEMATOCRITO,356.0,356,130260,2020-02,,
0202020380 HEMOGRAMA COMPLETO,19109.0,19109,130260,2020-02,,
0202020398 LEUCOGRAMA,828.0,828,130260,2020-02,,
0202020410 PESQUISA DE CELULAS LE,2.0,2,130260,2020-02,,
0202020452 PESQUISA DE PLASMODIO,262.0,262,130260,2020-02,,
0202020460 PESQUISA DE TRIPANOSSOMA,7.0,7,130260,2020-02,,
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1.0,1,130260,2020-02,,
0202020495 PROVA DE RETRACAO DO COAGULO,1017.0,1017,130260,2020-02,,
0202020509 PROVA DO LACO,1022.0,1022,130260,2020-02,,
0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,1.0,1,130260,2020-02,,
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,2.0,2,130260,2020-02,,
